index,Unnamed: 0,FileName,age,SPLIT,SSL_SPLIT
1873,2691,30_0_0_20170117130933486.jpg.chip.jpg,30,TRAIN,EXCLUDE
2246,3230,26_1_3_20170104222736351.jpg.chip.jpg,26,TRAIN,EXCLUDE
2840,4057,22_1_0_20170110173815028.jpg.chip.jpg,22,TRAIN,EXCLUDE
11816,16984,27_0_2_20170116163655761.jpg.chip.jpg,27,TRAIN,EXCLUDE
207,288,25_1_3_20170119172101233.jpg.chip.jpg,25,TRAIN,EXCLUDE
9295,13334,26_1_3_20170119193117522.jpg.chip.jpg,26,TRAIN,EXCLUDE
1800,2588,36_0_1_20170113141724667.jpg.chip.jpg,36,TRAIN,EXCLUDE
5636,8074,45_0_1_20170117171145629.jpg.chip.jpg,45,TRAIN,EXCLUDE
12160,17488,27_1_2_20170104021101637.jpg.chip.jpg,27,TRAIN,EXCLUDE
10660,15305,26_0_0_20170113182320758.jpg.chip.jpg,26,TRAIN,EXCLUDE
11586,16650,31_1_2_20170117164748522.jpg.chip.jpg,31,TRAIN,EXCLUDE
4505,6437,38_1_1_20170116175444213.jpg.chip.jpg,38,TRAIN,EXCLUDE
3664,5221,56_1_3_20170109141502576.jpg.chip.jpg,56,TRAIN,EXCLUDE
627,923,35_1_0_20170103182732026.jpg.chip.jpg,35,TRAIN,EXCLUDE
1389,2002,28_0_0_20170116003131512.jpg.chip.jpg,28,TRAIN,EXCLUDE
3442,4907,47_0_0_20170105173116787.jpg.chip.jpg,47,TRAIN,LABELED
6896,9895,32_1_0_20170117134808277.jpg.chip.jpg,32,TRAIN,EXCLUDE
10167,14607,37_0_3_20170109012450792.jpg.chip.jpg,37,TRAIN,EXCLUDE
5256,7513,58_1_0_20170104185710750.jpg.chip.jpg,58,TRAIN,EXCLUDE
2332,3353,55_0_3_20170119181128452.jpg.chip.jpg,55,TRAIN,EXCLUDE
7940,11399,44_0_3_20170119200840702.jpg.chip.jpg,44,TRAIN,EXCLUDE
4324,6197,28_0_1_20170116192822460.jpg.chip.jpg,28,TRAIN,EXCLUDE
1518,2177,51_1_4_20170117123956403.jpg.chip.jpg,51,TRAIN,EXCLUDE
7116,10210,36_0_3_20170104220700302.jpg.chip.jpg,36,TRAIN,EXCLUDE
881,1275,30_1_1_20170112204445843.jpg.chip.jpg,30,TRAIN,EXCLUDE
6740,9660,31_0_1_20170117135536116.jpg.chip.jpg,31,TRAIN,EXCLUDE
4437,6352,26_1_3_20170104222810087.jpg.chip.jpg,26,TRAIN,EXCLUDE
1935,2788,39_1_3_20170104235854833.jpg.chip.jpg,39,TRAIN,EXCLUDE
2140,3086,23_0_2_20170116221009406.jpg.chip.jpg,23,TRAIN,EXCLUDE
12646,18190,21_1_0_20170109213126942.jpg.chip.jpg,21,TRAIN,EXCLUDE
5231,7474,27_0_1_20170117010142496.jpg.chip.jpg,27,TRAIN,EXCLUDE
3783,5403,23_1_2_20170105162514564.jpg.chip.jpg,23,TRAIN,EXCLUDE
284,395,26_1_1_20170116203803077.jpg.chip.jpg,26,TRAIN,EXCLUDE
12193,17535,31_0_4_20170108235352933.jpg.chip.jpg,31,TRAIN,EXCLUDE
4082,5861,23_1_2_20170116172814255.jpg.chip.jpg,23,TRAIN,EXCLUDE
4444,6360,46_0_2_20170104205205795.jpg.chip.jpg,46,TRAIN,EXCLUDE
8680,12446,27_1_2_20170116162057519.jpg.chip.jpg,27,TRAIN,EXCLUDE
7623,10927,59_0_0_20170111201348742.jpg.chip.jpg,59,TRAIN,EXCLUDE
9751,14006,40_1_0_20170104183639757.jpg.chip.jpg,40,TRAIN,EXCLUDE
5720,8202,28_0_3_20170119194507123.jpg.chip.jpg,28,TRAIN,EXCLUDE
1683,2421,46_0_0_20170113185333766.jpg.chip.jpg,46,TRAIN,EXCLUDE
573,830,22_1_2_20170108224643996.jpg.chip.jpg,22,TRAIN,EXCLUDE
3960,5672,30_1_2_20170116163932623.jpg.chip.jpg,30,TRAIN,EXCLUDE
569,825,22_1_3_20170104231710175.jpg.chip.jpg,22,TRAIN,EXCLUDE
8048,11547,35_0_0_20170117173311533.jpg.chip.jpg,35,TRAIN,EXCLUDE
2494,3571,51_1_0_20170110125229594.jpg.chip.jpg,51,TRAIN,EXCLUDE
8144,11689,24_1_0_20170117150853517.jpg.chip.jpg,24,TRAIN,EXCLUDE
3710,5287,26_0_4_20170103235429853.jpg.chip.jpg,26,TRAIN,EXCLUDE
666,972,32_0_1_20170113142343044.jpg.chip.jpg,32,TRAIN,EXCLUDE
11517,16553,35_0_4_20170104011337576.jpg.chip.jpg,35,TRAIN,EXCLUDE
9749,14002,52_0_0_20170117161039222.jpg.chip.jpg,52,TRAIN,EXCLUDE
10658,15302,25_1_2_20170116201708376.jpg.chip.jpg,25,TRAIN,EXCLUDE
481,687,24_0_1_20170113132554696.jpg.chip.jpg,24,TRAIN,EXCLUDE
12089,17381,40_0_2_20170116182746808.jpg.chip.jpg,40,TRAIN,EXCLUDE
8682,12451,26_0_1_20170116183512340.jpg.chip.jpg,26,TRAIN,EXCLUDE
2645,3792,23_1_0_20170116221812669.jpg.chip.jpg,23,TRAIN,EXCLUDE
5460,7822,26_1_0_20170117152703723.jpg.chip.jpg,26,TRAIN,EXCLUDE
2353,3383,30_1_2_20170116191316723.jpg.chip.jpg,30,TRAIN,EXCLUDE
7641,10957,35_0_1_20170113173610826.jpg.chip.jpg,35,TRAIN,EXCLUDE
3623,5166,32_0_3_20170104214518494.jpg.chip.jpg,32,TRAIN,EXCLUDE
7072,10154,32_0_1_20170116193730638.jpg.chip.jpg,32,TRAIN,EXCLUDE
7070,10152,43_1_3_20170109142242047.jpg.chip.jpg,43,TRAIN,EXCLUDE
1676,2414,27_1_1_20170114024839447.jpg.chip.jpg,27,TRAIN,EXCLUDE
7518,10791,60_0_0_20170117135052544.jpg.chip.jpg,60,TRAIN,EXCLUDE
10784,15485,35_1_0_20170117191520420.jpg.chip.jpg,35,TRAIN,EXCLUDE
10460,15020,29_0_3_20170117180744344.jpg.chip.jpg,29,TRAIN,EXCLUDE
4911,7039,23_0_2_20170116172858865.jpg.chip.jpg,23,TRAIN,EXCLUDE
11024,15832,28_1_1_20170116164405234.jpg.chip.jpg,28,TRAIN,EXCLUDE
931,1346,30_0_2_20170116174814595.jpg.chip.jpg,30,TRAIN,EXCLUDE
9488,13623,58_0_0_20170104213232283.jpg.chip.jpg,58,TRAIN,EXCLUDE
10637,15278,54_1_0_20170110122243471.jpg.chip.jpg,54,TRAIN,EXCLUDE
8447,12122,47_0_3_20170119201921580.jpg.chip.jpg,47,TRAIN,EXCLUDE
3156,4495,24_0_2_20170119165656526.jpg.chip.jpg,24,TRAIN,EXCLUDE
1999,2874,34_1_1_20170116224909263.jpg.chip.jpg,34,TRAIN,EXCLUDE
10249,14716,53_1_4_20170117204301062.jpg.chip.jpg,53,TRAIN,EXCLUDE
3167,4511,58_0_0_20170119211727401.jpg.chip.jpg,58,TRAIN,EXCLUDE
8224,11799,22_0_1_20170113195511076.jpg.chip.jpg,22,TRAIN,EXCLUDE
7547,10827,55_0_0_20170116222002492.jpg.chip.jpg,55,TRAIN,EXCLUDE
1626,2342,29_1_1_20170116162458302.jpg.chip.jpg,29,TRAIN,EXCLUDE
10844,15574,35_0_3_20170119201337652.jpg.chip.jpg,35,TRAIN,EXCLUDE
6187,8881,54_0_0_20170116171216593.jpg.chip.jpg,54,TRAIN,EXCLUDE
6015,8633,23_1_0_20170117145031171.jpg.chip.jpg,23,TRAIN,EXCLUDE
12216,17569,35_0_0_20170105164841588.jpg.chip.jpg,35,TRAIN,EXCLUDE
4914,7042,38_1_1_20170116000558878.jpg.chip.jpg,38,TRAIN,EXCLUDE
508,729,37_0_3_20170119175010298.jpg.chip.jpg,37,TRAIN,EXCLUDE
10512,15099,58_0_0_20170109013758613.jpg.chip.jpg,58,TRAIN,EXCLUDE
6805,9753,24_0_3_20170119144739660.jpg.chip.jpg,24,TRAIN,EXCLUDE
1673,2410,23_1_0_20170117144933457.jpg.chip.jpg,23,TRAIN,EXCLUDE
9704,13935,34_1_2_20170116193448303.jpg.chip.jpg,34,TRAIN,EXCLUDE
10973,15758,38_1_2_20170116164609841.jpg.chip.jpg,38,TRAIN,EXCLUDE
5179,7404,31_0_2_20170116170837254.jpg.chip.jpg,31,TRAIN,EXCLUDE
10008,14368,55_0_0_20170120222656161.jpg.chip.jpg,55,TRAIN,EXCLUDE
6971,10010,26_0_0_20170116205232826.jpg.chip.jpg,26,TRAIN,EXCLUDE
1883,2708,38_1_1_20170114030101602.jpg.chip.jpg,38,TRAIN,EXCLUDE
7039,10110,26_1_0_20170117175124289.jpg.chip.jpg,26,TRAIN,EXCLUDE
6496,9306,26_1_3_20170104214236981.jpg.chip.jpg,26,TRAIN,LABELED
8400,12048,26_0_0_20170113135336472.jpg.chip.jpg,26,TRAIN,EXCLUDE
1061,1537,44_0_0_20170117003404757.jpg.chip.jpg,44,TRAIN,EXCLUDE
2782,3978,56_0_1_20170113184540735.jpg.chip.jpg,56,TRAIN,EXCLUDE
10828,15550,24_1_3_20170119171103008.jpg.chip.jpg,24,TRAIN,EXCLUDE
8457,12140,56_0_0_20170111211431463.jpg.chip.jpg,56,TRAIN,LABELED
9694,13923,23_1_0_20170116221811019.jpg.chip.jpg,23,TRAIN,EXCLUDE
3559,5074,39_1_0_20170103184109643.jpg.chip.jpg,39,TRAIN,EXCLUDE
6516,9333,50_0_2_20170119205049471.jpg.chip.jpg,50,TRAIN,EXCLUDE
11118,15971,36_0_4_20170113133645566.jpg.chip.jpg,36,TRAIN,EXCLUDE
10802,15513,29_0_0_20170117202649479.jpg.chip.jpg,29,TRAIN,EXCLUDE
3763,5373,35_1_1_20170116165647705.jpg.chip.jpg,35,TRAIN,EXCLUDE
6786,9724,21_0_1_20170113133118839.jpg.chip.jpg,21,TRAIN,EXCLUDE
11754,16897,34_0_3_20170119175427012.jpg.chip.jpg,34,TRAIN,EXCLUDE
5526,7923,28_1_2_20170116190129400.jpg.chip.jpg,28,TRAIN,LABELED
7755,11126,27_1_1_20170117005946474.jpg.chip.jpg,27,TRAIN,EXCLUDE
5565,7978,35_0_1_20170109001203061.jpg.chip.jpg,35,TRAIN,EXCLUDE
1780,2557,29_0_0_20170105164610203.jpg.chip.jpg,29,TRAIN,EXCLUDE
12657,18201,26_0_1_20170116185229362.jpg.chip.jpg,26,TRAIN,EXCLUDE
11143,16007,26_1_2_20170116184132900.jpg.chip.jpg,26,TRAIN,EXCLUDE
6045,8672,26_0_2_20170116175845872.jpg.chip.jpg,26,TRAIN,EXCLUDE
9875,14179,45_0_0_20170117185108392.jpg.chip.jpg,45,TRAIN,EXCLUDE
8961,12861,30_1_2_20170116164657011.jpg.chip.jpg,30,TRAIN,EXCLUDE
1933,2783,49_1_3_20170109132711133.jpg.chip.jpg,49,TRAIN,EXCLUDE
3840,5495,43_0_3_20170119204554406.jpg.chip.jpg,43,TRAIN,EXCLUDE
6083,8726,26_0_3_20170119175419890.jpg.chip.jpg,26,TRAIN,EXCLUDE
88,123,28_1_1_20170112213628607.jpg.chip.jpg,28,TRAIN,EXCLUDE
4483,6409,57_0_3_20170119201739436.jpg.chip.jpg,57,TRAIN,EXCLUDE
10545,15148,27_1_1_20170114031455929.jpg.chip.jpg,27,TRAIN,EXCLUDE
8404,12057,35_0_0_20170109002832784.jpg.chip.jpg,35,TRAIN,EXCLUDE
2084,3006,40_0_0_20170117182908711.jpg.chip.jpg,40,TRAIN,EXCLUDE
60,80,59_0_0_20170111203940975.jpg.chip.jpg,59,TRAIN,EXCLUDE
5419,7765,44_0_3_20170119195216221.jpg.chip.jpg,44,TRAIN,EXCLUDE
7728,11089,37_1_1_20170116160528038.jpg.chip.jpg,37,TRAIN,EXCLUDE
8038,11534,26_1_1_20170113012239224.jpg.chip.jpg,26,TRAIN,EXCLUDE
8788,12609,24_1_1_20170112204648604.jpg.chip.jpg,24,TRAIN,LABELED
12244,17613,31_0_3_20170119160307619.jpg.chip.jpg,31,TRAIN,EXCLUDE
3720,5307,50_0_4_20170117203102320.jpg.chip.jpg,50,TRAIN,EXCLUDE
450,643,37_1_3_20170109132551978.jpg.chip.jpg,37,TRAIN,EXCLUDE
6872,9857,56_1_0_20170110152839709.jpg.chip.jpg,56,TRAIN,EXCLUDE
10542,15143,38_0_0_20170117191429314.jpg.chip.jpg,38,TRAIN,LABELED
12417,17853,22_1_3_20170119163324557.jpg.chip.jpg,22,TRAIN,EXCLUDE
10091,14496,41_1_0_20170109010103671.jpg.chip.jpg,41,TRAIN,EXCLUDE
1975,2843,50_1_0_20170117160743553.jpg.chip.jpg,50,TRAIN,EXCLUDE
11609,16685,28_0_1_20170117202336846.jpg.chip.jpg,28,TRAIN,EXCLUDE
5006,7185,48_0_0_20170117174428789.jpg.chip.jpg,48,TRAIN,EXCLUDE
2957,4214,51_0_3_20170104212203317.jpg.chip.jpg,51,TRAIN,EXCLUDE
2959,4217,39_1_1_20170113012730059.jpg.chip.jpg,39,TRAIN,EXCLUDE
11931,17139,36_1_3_20170117183338262.jpg.chip.jpg,36,TRAIN,EXCLUDE
1543,2217,34_1_1_20170116233657414.jpg.chip.jpg,34,TRAIN,EXCLUDE
7128,10229,53_0_0_20170111201139891.jpg.chip.jpg,53,TRAIN,EXCLUDE
7061,10139,59_0_0_20170104185548054.jpg.chip.jpg,59,TRAIN,EXCLUDE
5141,7352,46_0_1_20170116011011516.jpg.chip.jpg,46,TRAIN,EXCLUDE
9872,14175,51_0_1_20170117141120750.jpg.chip.jpg,51,TRAIN,EXCLUDE
2200,3165,42_0_1_20170116194444692.jpg.chip.jpg,42,TRAIN,EXCLUDE
4410,6314,30_0_3_20170119153044871.jpg.chip.jpg,30,TRAIN,EXCLUDE
4416,6320,24_1_2_20170116174531148.jpg.chip.jpg,24,TRAIN,EXCLUDE
8934,12818,41_0_3_20170119175402515.jpg.chip.jpg,41,TRAIN,LABELED
9645,13853,26_1_0_20170116153830684.jpg.chip.jpg,26,TRAIN,EXCLUDE
7667,11000,40_0_0_20170117152411165.jpg.chip.jpg,40,TRAIN,EXCLUDE
7958,11425,30_0_0_20170117144411849.jpg.chip.jpg,30,TRAIN,EXCLUDE
5670,8130,27_1_0_20170116205640528.jpg.chip.jpg,27,TRAIN,EXCLUDE
3180,4525,21_1_2_20170116171706610.jpg.chip.jpg,21,TRAIN,EXCLUDE
11304,16234,27_0_1_20170117183610688.jpg.chip.jpg,27,TRAIN,EXCLUDE
8985,12896,24_1_1_20170116022047558.jpg.chip.jpg,24,TRAIN,EXCLUDE
4950,7098,26_1_2_20170116182615565.jpg.chip.jpg,26,TRAIN,EXCLUDE
12375,17798,59_1_0_20170110180108013.jpg.chip.jpg,59,TRAIN,EXCLUDE
6520,9337,22_1_0_20170113182819149.jpg.chip.jpg,22,TRAIN,EXCLUDE
9868,14170,36_0_4_20170117203502182.jpg.chip.jpg,36,TRAIN,EXCLUDE
3784,5405,60_0_0_20170104212943692.jpg.chip.jpg,60,TRAIN,EXCLUDE
10650,15292,52_0_0_20170120222918436.jpg.chip.jpg,52,TRAIN,EXCLUDE
11776,16926,27_1_0_20170116171624008.jpg.chip.jpg,27,TRAIN,EXCLUDE
2460,3530,40_0_1_20170117135640172.jpg.chip.jpg,40,TRAIN,EXCLUDE
6386,9145,25_0_1_20170116001032282.jpg.chip.jpg,25,TRAIN,EXCLUDE
1493,2149,40_0_4_20170117203834424.jpg.chip.jpg,40,TRAIN,EXCLUDE
10437,14987,28_1_1_20170113150922335.jpg.chip.jpg,28,TRAIN,EXCLUDE
6287,9008,26_0_1_20170113152835192.jpg.chip.jpg,26,TRAIN,EXCLUDE
9116,13081,23_1_2_20170116173101069.jpg.chip.jpg,23,TRAIN,EXCLUDE
6205,8910,29_1_0_20170104235458939.jpg.chip.jpg,29,TRAIN,EXCLUDE
2181,3142,32_1_2_20170116164214489.jpg.chip.jpg,32,TRAIN,EXCLUDE
9185,13170,45_0_3_20170119165720733.jpg.chip.jpg,45,TRAIN,EXCLUDE
4991,7162,36_0_0_20170117135559253.jpg.chip.jpg,36,TRAIN,EXCLUDE
9235,13253,26_0_1_20170117020645902.jpg.chip.jpg,26,TRAIN,EXCLUDE
9970,14317,26_1_3_20170109133014151.jpg.chip.jpg,26,TRAIN,EXCLUDE
12673,18223,26_1_0_20170117174638343.jpg.chip.jpg,26,TRAIN,EXCLUDE
4442,6358,32_1_1_20170117134806214.jpg.chip.jpg,32,TRAIN,EXCLUDE
12044,17312,48_0_2_20170117160518496.jpg.chip.jpg,48,TRAIN,EXCLUDE
409,581,27_1_0_20170119154437418.jpg.chip.jpg,27,TRAIN,LABELED
344,481,25_1_1_20170112191300605.jpg.chip.jpg,25,TRAIN,EXCLUDE
4251,6094,28_0_3_20170116024927038.jpg.chip.jpg,28,TRAIN,EXCLUDE
4707,6735,30_0_4_20170117202819247.jpg.chip.jpg,30,TRAIN,EXCLUDE
614,907,45_0_4_20170117201123717.jpg.chip.jpg,45,TRAIN,EXCLUDE
2252,3238,42_0_1_20170117171628313.jpg.chip.jpg,42,TRAIN,EXCLUDE
12233,17591,42_1_0_20170111182452884.jpg.chip.jpg,42,TRAIN,EXCLUDE
8209,11780,26_1_1_20170116164843976.jpg.chip.jpg,26,TRAIN,EXCLUDE
7343,10528,35_1_0_20170117135330351.jpg.chip.jpg,35,TRAIN,EXCLUDE
2348,3377,39_0_0_20170105165203483.jpg.chip.jpg,39,TRAIN,EXCLUDE
8039,11535,28_1_3_20170104223216158.jpg.chip.jpg,28,TRAIN,EXCLUDE
11094,15935,50_0_3_20170119204134671.jpg.chip.jpg,50,TRAIN,EXCLUDE
1684,2422,24_1_2_20170116171034407.jpg.chip.jpg,24,TRAIN,EXCLUDE
1058,1532,21_0_0_20170110232137372.jpg.chip.jpg,21,TRAIN,EXCLUDE
13115,18850,36_0_0_20170109010229413.jpg.chip.jpg,36,TRAIN,LABELED
5334,7638,36_1_1_20170117184339851.jpg.chip.jpg,36,TRAIN,EXCLUDE
8852,12710,55_0_1_20170113195601362.jpg.chip.jpg,55,TRAIN,EXCLUDE
6057,8686,39_0_3_20170119203958183.jpg.chip.jpg,39,TRAIN,EXCLUDE
8238,11817,40_1_0_20170117201542095.jpg.chip.jpg,40,TRAIN,EXCLUDE
7117,10211,47_1_0_20170109220523042.jpg.chip.jpg,47,TRAIN,EXCLUDE
7223,10359,52_0_3_20170119200259595.jpg.chip.jpg,52,TRAIN,EXCLUDE
12451,17899,48_1_0_20170119201528627.jpg.chip.jpg,48,TRAIN,EXCLUDE
3680,5244,22_1_3_20170119163028157.jpg.chip.jpg,22,TRAIN,EXCLUDE
12211,17561,60_1_0_20170110152948921.jpg.chip.jpg,60,TRAIN,EXCLUDE
6935,9949,52_0_0_20170111171747390.jpg.chip.jpg,52,TRAIN,EXCLUDE
948,1370,26_1_1_20170116231530890.jpg.chip.jpg,26,TRAIN,EXCLUDE
6705,9595,42_0_0_20170113183421343.jpg.chip.jpg,42,TRAIN,EXCLUDE
7400,10613,35_1_0_20170117175131343.jpg.chip.jpg,35,TRAIN,EXCLUDE
5135,7344,24_1_4_20170103233659572.jpg.chip.jpg,24,TRAIN,EXCLUDE
2265,3258,28_1_2_20170116163407435.jpg.chip.jpg,28,TRAIN,EXCLUDE
10870,15608,24_1_2_20170116163052645.jpg.chip.jpg,24,TRAIN,EXCLUDE
8342,11959,26_1_1_20170113182747229.jpg.chip.jpg,26,TRAIN,EXCLUDE
971,1401,27_0_0_20170103182440137.jpg.chip.jpg,27,TRAIN,EXCLUDE
3666,5224,35_0_2_20170116173616956.jpg.chip.jpg,35,TRAIN,EXCLUDE
11112,15964,26_1_0_20170116173105204.jpg.chip.jpg,26,TRAIN,EXCLUDE
7313,10488,29_0_1_20170117183551382.jpg.chip.jpg,29,TRAIN,EXCLUDE
11108,15955,30_0_1_20170113012632385.jpg.chip.jpg,30,TRAIN,EXCLUDE
3203,4560,50_0_0_20170104211514100.jpg.chip.jpg,50,TRAIN,EXCLUDE
8348,11969,31_0_1_20170113142352298.jpg.chip.jpg,31,TRAIN,EXCLUDE
4585,6548,58_0_3_20170119211703657.jpg.chip.jpg,58,TRAIN,EXCLUDE
12858,18493,35_1_0_20170117183059886.jpg.chip.jpg,35,TRAIN,EXCLUDE
12908,18564,56_0_0_20170104212551397.jpg.chip.jpg,56,TRAIN,EXCLUDE
5417,7761,42_0_0_20170109012239137.jpg.chip.jpg,42,TRAIN,EXCLUDE
12557,18049,25_0_1_20170113184508496.jpg.chip.jpg,25,TRAIN,EXCLUDE
1554,2234,27_0_1_20170117172206988.jpg.chip.jpg,27,TRAIN,EXCLUDE
2439,3495,23_1_3_20170104220147782.jpg.chip.jpg,23,TRAIN,EXCLUDE
10331,14839,26_0_2_20170116175439275.jpg.chip.jpg,26,TRAIN,EXCLUDE
11605,16679,54_1_0_20170103183727146.jpg.chip.jpg,54,TRAIN,LABELED
8385,12028,22_1_3_20170104232454786.jpg.chip.jpg,22,TRAIN,EXCLUDE
7254,10398,27_1_1_20170112234549479.jpg.chip.jpg,27,TRAIN,EXCLUDE
8829,12672,58_0_2_20170112222056864.jpg.chip.jpg,58,TRAIN,EXCLUDE
12674,18225,49_0_2_20170104021434588.jpg.chip.jpg,49,TRAIN,EXCLUDE
4419,6325,36_0_3_20170119194703786.jpg.chip.jpg,36,TRAIN,EXCLUDE
11568,16624,35_0_0_20170117134940507.jpg.chip.jpg,35,TRAIN,EXCLUDE
12685,18243,36_0_1_20170117163535860.jpg.chip.jpg,36,TRAIN,EXCLUDE
4709,6737,22_0_1_20170113155002433.jpg.chip.jpg,22,TRAIN,EXCLUDE
11569,16627,26_0_0_20170117172630031.jpg.chip.jpg,26,TRAIN,EXCLUDE
6863,9843,56_0_0_20170111202352043.jpg.chip.jpg,56,TRAIN,EXCLUDE
9107,13070,36_1_3_20170119202143325.jpg.chip.jpg,36,TRAIN,EXCLUDE
223,310,26_1_0_20170116165702615.jpg.chip.jpg,26,TRAIN,EXCLUDE
11707,16833,24_1_2_20170116164813386.jpg.chip.jpg,24,TRAIN,EXCLUDE
9972,14319,24_0_2_20170104234829387.jpg.chip.jpg,24,TRAIN,EXCLUDE
564,817,51_0_1_20170117173507025.jpg.chip.jpg,51,TRAIN,EXCLUDE
10538,15139,36_0_0_20170105170234235.jpg.chip.jpg,36,TRAIN,EXCLUDE
7310,10485,32_1_0_20170112204801955.jpg.chip.jpg,32,TRAIN,EXCLUDE
9242,13260,32_0_1_20170116204750750.jpg.chip.jpg,32,TRAIN,EXCLUDE
2851,4069,35_1_0_20170117135354644.jpg.chip.jpg,35,TRAIN,LABELED
3857,5522,30_1_1_20170112193112574.jpg.chip.jpg,30,TRAIN,EXCLUDE
7501,10766,29_1_0_20170112235530689.jpg.chip.jpg,29,TRAIN,EXCLUDE
1732,2486,55_1_0_20170117200221382.jpg.chip.jpg,55,TRAIN,EXCLUDE
1679,2417,30_1_0_20170117135748734.jpg.chip.jpg,30,TRAIN,EXCLUDE
5166,7384,55_0_0_20170117155215077.jpg.chip.jpg,55,TRAIN,EXCLUDE
3642,5192,31_1_2_20170104020444076.jpg.chip.jpg,31,TRAIN,EXCLUDE
4346,6229,26_0_1_20170113174249954.jpg.chip.jpg,26,TRAIN,EXCLUDE
3096,4405,23_0_1_20170117164527169.jpg.chip.jpg,23,TRAIN,EXCLUDE
1496,2152,56_1_1_20170110153339650.jpg.chip.jpg,56,TRAIN,EXCLUDE
4617,6589,36_0_1_20170117154338564.jpg.chip.jpg,36,TRAIN,EXCLUDE
8876,12743,35_1_0_20170117022414604.jpg.chip.jpg,35,TRAIN,EXCLUDE
5595,8014,47_1_0_20170117160427895.jpg.chip.jpg,47,TRAIN,EXCLUDE
11376,16350,60_0_3_20170119205938048.jpg.chip.jpg,60,TRAIN,EXCLUDE
5805,8324,26_1_3_20170119193115082.jpg.chip.jpg,26,TRAIN,EXCLUDE
218,305,32_0_3_20170104201821698.jpg.chip.jpg,32,TRAIN,EXCLUDE
4380,6274,45_0_3_20170119200658085.jpg.chip.jpg,45,TRAIN,EXCLUDE
9702,13932,26_0_0_20170105164133579.jpg.chip.jpg,26,TRAIN,EXCLUDE
9870,14172,24_1_2_20170116175450531.jpg.chip.jpg,24,TRAIN,EXCLUDE
10014,14378,59_0_0_20170104212234005.jpg.chip.jpg,59,TRAIN,EXCLUDE
9346,13410,35_0_0_20170117130116812.jpg.chip.jpg,35,TRAIN,EXCLUDE
8214,11786,43_1_1_20170116233041044.jpg.chip.jpg,43,TRAIN,EXCLUDE
1381,1993,50_0_0_20170109011120677.jpg.chip.jpg,50,TRAIN,EXCLUDE
2550,3648,42_0_0_20170117171657481.jpg.chip.jpg,42,TRAIN,EXCLUDE
9805,14086,26_1_3_20170119150012157.jpg.chip.jpg,26,TRAIN,LABELED
9902,14223,22_1_3_20170104232533912.jpg.chip.jpg,22,TRAIN,EXCLUDE
6006,8622,45_1_1_20170112215205776.jpg.chip.jpg,45,TRAIN,EXCLUDE
8438,12107,32_0_1_20170117140748207.jpg.chip.jpg,32,TRAIN,EXCLUDE
9534,13681,28_0_4_20170109140345949.jpg.chip.jpg,28,TRAIN,EXCLUDE
3792,5414,24_0_4_20170113151020448.jpg.chip.jpg,24,TRAIN,EXCLUDE
5211,7442,60_1_0_20170110141545888.jpg.chip.jpg,60,TRAIN,EXCLUDE
8633,12373,29_0_1_20170117202706981.jpg.chip.jpg,29,TRAIN,EXCLUDE
